ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
13-0,00:0C:42:6C:3D:C3,1,2.412,37,-73
qurinet,22:22:22:22:22:22,1,2.412,33,-77
22-0,00:0C:42:6C:39:46,1,2.412,32,-78
32-0,00:0C:42:6C:39:3D,1,2.412,26,-84
20-0,00:0C:42:6C:3D:5E,1,2.412,26,-84
1-0,00:0C:42:6C:40:76,1,2.412,25,-85
qurinet,22:22:22:22:22:22,11,2.462,22,-88
22-1,00:0C:42:6C:36:B1,11,2.462,30,-80
