ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,40,-70
37-0,00:0C:42:65:C6:74,1,2.412,44,-66
qurinet,22:22:22:22:22:22,11,2.462,41,-69
36-1,00:0C:42:6C:39:3F,11,2.462,42,-68
qurinet,22:22:22:22:22:22,11,2.462,29,-81
37-1,00:0C:42:67:89:89,11,2.462,30,-80
qurinet,22:22:22:22:22:22,11,2.462,25,-85
