ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,23,-87
27-1,00:0C:42:6C:39:3B,11,2.462,27,-83
qurinet,22:22:22:22:22:22,11,2.462,22,-88
qurinet,22:22:22:22:22:22,1,2.412,23,-87
27-0,00:0C:42:6C:37:D1,1,2.412,25,-85
spanishflat.valleyinternet.com,00:27:22:C2:C4:C9,3,2.422,23,-87
7-1,00:0C:42:6C:3D:33,1,2.412,34,-76
27-1,00:0C:42:6C:39:3B,11,2.462,25,-85
