ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,46,-64
38-0,00:0C:42:67:89:A8,1,2.412,37,-73
qurinet,22:22:22:22:22:22,1,2.412,48,-62
1-1,00:0C:42:6C:3D:68,11,2.462,21,-89
qurinet,22:22:22:22:22:22,11,2.462,48,-62
38-1,00:0C:42:65:C6:AE,11,2.462,45,-65
32-1,00:0C:42:6C:39:45,11,2.462,34,-76
32-0,00:0C:42:6C:39:3D,1,2.412,27,-83
33-0,00:0C:42:6C:3D:EE,1,2.412,38,-72
qurinet,22:22:22:22:22:22,1,2.412,36,-74
