ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,6,2.437,70,0
1-0,00:0C:42:6C:40:76,1,2.412,33,-77
qurinet,22:22:22:22:22:22,1,2.412,35,-75
6-1,00:0C:42:6C:3D:3E,1,2.412,26,-84
qurinet,22:22:22:22:22:22,11,2.462,37,-73
252-1,00:0C:42:65:C6:73,11,2.462,35,-75
30-1,00:0C:42:65:C4:4F,11,2.462,19,-91
