ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
30-1,00:0C:42:65:C4:4F,11,2.462,21,-89
qurinet,22:22:22:22:22:22,11,2.462,20,-90
22-1,00:0C:42:6C:36:B1,11,2.462,21,-89
1-1,00:0C:42:6C:3D:68,11,2.462,39,-71
29-0,00:0C:42:6C:40:84,1,2.412,22,-88
13-0,00:0C:42:6C:3D:C3,1,2.412,26,-84
30-0,00:0C:42:6C:3D:25,1,2.412,21,-89
qurinet,22:22:22:22:22:22,1,2.412,23,-87
248-1,00:0C:42:65:C4:6C,6,2.437,39,-71
