ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,23,-87
36-1,00:0C:42:6C:39:3F,11,2.462,47,-63
qurinet,22:22:22:22:22:22,11,2.462,46,-64
qurinet,22:22:22:22:22:22,1,2.412,58,-52
37-0,00:0C:42:65:C6:74,1,2.412,61,-49
36-0,00:0C:42:6C:39:24,1,2.412,36,-74
36-1,00:0C:42:6C:39:3F,11,2.462,46,-64
