ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,49,-61
38-0,00:0C:42:67:89:A8,1,2.412,61,-49
33-0,00:0C:42:6C:3D:EE,1,2.412,23,-87
qurinet,22:22:22:22:22:22,11,2.462,51,-59
32-1,00:0C:42:6C:39:45,11,2.462,23,-87
qurinet,22:22:22:22:22:22,1,2.412,56,-54
33-1,00:0C:42:67:89:1E,11,2.462,48,-62
