ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,24,-86
28-1,00:0C:42:67:89:CC,11,2.462,31,-79
29-1,00:0C:42:67:89:B6,11,2.462,26,-84
19-1,00:0C:42:6C:39:42,11,2.462,30,-80
18-1,00:0C:42:65:C6:AD,11,2.462,21,-89
17-0,00:0C:42:6C:3D:2F,1,2.412,48,-62
qurinet,22:22:22:22:22:22,1,2.412,45,-65
29-0,00:0C:42:6C:40:84,1,2.412,31,-79
28-0,00:0C:42:6C:3D:49,1,2.412,35,-75
19-0,00:0C:42:6C:39:37,1,2.412,25,-85
