ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
37-0,00:0C:42:65:C6:74,1,2.412,58,-52
qurinet,22:22:22:22:22:22,11,2.462,26,-84
qurinet,22:22:22:22:22:22,1,2.412,52,-58
36-0,00:0C:42:6C:39:24,1,2.412,35,-75
36-1,00:0C:42:6C:39:3F,11,2.462,45,-65
35-1,00:0C:42:67:89:96,11,2.462,27,-83
qurinet,22:22:22:22:22:22,11,2.462,25,-85
32-1,00:0C:42:6C:39:45,11,2.462,21,-89
