ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,21,-89
qurinet,22:22:22:22:22:22,1,2.412,69,-41
3-1,00:0C:42:6C:3D:2D,11,2.462,34,-76
qurinet,22:22:22:22:22:22,11,2.462,35,-75
22-0,00:0C:42:6C:39:46,1,2.412,52,-58
3-0,00:0C:42:6C:3D:C2,1,2.412,53,-57
