ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
2-1,00:0C:42:67:89:99,11,2.462,21,-89
qurinet,22:22:22:22:22:22,11,2.462,22,-88
qurinet,22:22:22:22:22:22,1,2.412,38,-72
5-0,00:0C:42:6C:3D:48,1,2.412,38,-72
2-0,00:0C:42:67:89:2C,1,2.412,26,-84
34-1,00:0C:42:6C:39:49,11,2.462,20,-90
252-0,00:0C:42:6C:3A:3D,1,2.412,23,-87
