ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,35,-75
19-0,00:0C:42:6C:39:37,1,2.412,35,-75
30-0,00:0C:42:6C:3D:25,1,2.412,23,-87
qurinet,22:22:22:22:22:22,11,2.462,66,-44
18-1,00:0C:42:65:C6:AD,11,2.462,66,-44
19-1,00:0C:42:6C:39:42,11,2.462,36,-74
30-1,00:0C:42:65:C4:4F,11,2.462,26,-84
