ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,47,-63
36-0,00:0C:42:6C:39:24,1,2.412,45,-65
36-1,00:0C:42:6C:39:3F,11,2.462,35,-75
37-1,00:0C:42:67:89:89,11,2.462,47,-63
qurinet,22:22:22:22:22:22,11,2.462,29,-81
35-1,00:0C:42:67:89:96,11,2.462,28,-82
37-1,00:0C:42:67:89:89,11,2.462,50,-60
