ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,31,-79
21-0,00:0C:42:6C:40:77,1,2.412,30,-80
1-0,00:0C:42:6C:40:76,1,2.412,31,-79
34-1,00:0C:42:6C:39:49,11,2.462,70,-30
qurinet,22:22:22:22:22:22,11,2.462,70,-32
248-1,00:0C:42:65:C4:6C,11,2.462,23,-87
5-0,00:0C:42:6C:3D:48,1,2.412,24,-86
5-1,00:0C:42:6C:40:7C,11,2.462,22,-88
1-1,00:0C:42:6C:3D:68,11,2.462,25,-85
