ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,22,-88
1-1,00:0C:42:6C:3D:68,11,2.462,22,-88
34-0,00:0C:42:6C:37:C6,1,2.412,42,-68
qurinet,22:22:22:22:22:22,1,2.412,42,-68
21-0,00:0C:42:6C:40:77,1,2.412,33,-77
1-0,00:0C:42:6C:40:76,1,2.412,26,-84
5-1,00:0C:42:6C:40:7C,11,2.462,22,-88
248-1,00:0C:42:65:C4:6C,11,2.462,21,-89
