ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,23,-87
32-0,00:0C:42:6C:39:3D,1,2.412,58,-52
38-0,00:0C:42:67:89:A8,1,2.412,34,-76
33-1,00:0C:42:67:89:1E,11,2.462,37,-73
38-1,00:0C:42:65:C6:AE,11,2.462,24,-86
10-1,00:0C:42:67:89:9C,11,2.462,24,-86
qurinet,22:22:22:22:22:22,11,2.462,24,-86
1-1,00:0C:42:6C:3D:68,11,2.462,23,-87
37-0,00:0C:42:65:C6:74,1,2.412,27,-83
qurinet,22:22:22:22:22:22,1,2.412,60,-50
