ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,6,2.437,49,-61
qurinet,22:22:22:22:22:22,1,2.412,31,-79
35-1,00:0C:42:67:89:96,11,2.462,66,-44
248-0,00:0C:42:6C:3D:39,6,2.437,48,-62
qurinet,22:22:22:22:22:22,11,2.462,67,-43
1-1,00:0C:42:6C:3D:68,11,2.462,49,-61
32-0,00:0C:42:6C:39:3D,1,2.412,30,-80
1-0,00:0C:42:6C:40:76,1,2.412,30,-80
36-1,00:0C:42:6C:39:3F,11,2.462,32,-78
