ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
33-0,00:0C:42:6C:3D:EE,1,2.412,38,-72
qurinet,22:22:22:22:22:22,1,2.412,38,-72
32-0,00:0C:42:6C:39:3D,1,2.412,24,-86
qurinet,22:22:22:22:22:22,1,2.412,38,-72
33-1,00:0C:42:67:89:1E,11,2.462,70,-39
32-1,00:0C:42:6C:39:45,11,2.462,42,-68
qurinet,22:22:22:22:22:22,11,2.462,21,-89
qurinet,22:22:22:22:22:22,6,2.437,21,-89
248-0,00:0C:42:6C:3D:39,6,2.437,21,-89
38-1,00:0C:42:65:C6:AE,11,2.462,53,-57
1-1,00:0C:42:6C:3D:68,11,2.462,19,-91
