ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
252-0,00:0C:42:6C:3A:3D,1,2.412,34,-76
qurinet,22:22:22:22:22:22,1,2.412,32,-78
2-0,00:0C:42:67:89:2C,1,2.412,36,-74
qurinet,22:22:22:22:22:22,11,2.462,27,-83
5-1,00:0C:42:6C:40:7C,11,2.462,44,-66
2-1,00:0C:42:67:89:99,11,2.462,25,-85
34-0,00:0C:42:6C:37:C6,1,2.412,21,-89
