ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,36,-74
21-0,00:0C:42:6C:40:77,1,2.412,34,-76
3-0,00:0C:42:6C:3D:C2,1,2.412,37,-73
22-1,00:0C:42:6C:36:B1,11,2.462,70,-8
qurinet,22:22:22:22:22:22,1,2.412,37,-73
qurinet,22:22:22:22:22:22,11,2.462,36,-74
redranger,02:CA:6D:6B:83:42,1,2.412,33,-77
3-1,00:0C:42:6C:3D:2D,11,2.462,39,-71
qurinet,22:22:22:22:22:22,11,2.462,70,-11
