ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,50,-60
35-1,00:0C:42:67:89:96,11,2.462,48,-62
37-0,00:0C:42:65:C6:74,1,2.412,37,-73
36-0,00:0C:42:6C:39:24,1,2.412,40,-70
35-0,00:0C:42:6C:3D:3D,6,2.437,31,-79
qurinet,22:22:22:22:22:22,6,2.437,31,-79
37-1,00:0C:42:67:89:89,11,2.462,44,-66
qurinet,22:22:22:22:22:22,11,2.462,50,-60
qurinet,22:22:22:22:22:22,1,2.412,34,-76
