ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,21,-89
19-1,00:0C:42:6C:39:42,11,2.462,45,-65
17-1,00:0C:42:65:C6:AB,11,2.462,24,-86
30-1,00:0C:42:65:C4:4F,11,2.462,26,-84
qurinet,22:22:22:22:22:22,1,2.412,37,-73
30-0,00:0C:42:6C:3D:25,1,2.412,26,-84
18-0,00:0C:42:6C:3D:41,1,2.412,37,-73
19-0,00:0C:42:6C:39:37,1,2.412,44,-66
,00:12:43:B9:C5:10,11,2.462,21,-89
28-0,00:0C:42:6C:3D:49,1,2.412,19,-91
