ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,42,-68
31-1,00:0C:42:6C:37:C4,11,2.462,21,-89
252-1,00:0C:42:65:C6:73,11,2.462,39,-71
qurinet,22:22:22:22:22:22,1,2.412,38,-72
2-0,00:0C:42:67:89:2C,1,2.412,43,-67
252-0,00:0C:42:6C:3A:3D,1,2.412,39,-71
4-1,00:0C:42:6C:3D:36,11,2.462,22,-88
6-1,00:0C:42:6C:3D:3E,11,2.462,24,-86
5-0,00:0C:42:6C:3D:48,1,2.412,27,-83
